Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,cogs,gross income,Rating,Payment_Credit card,Payment_Ewallet,City_Naypyitaw,City_Yangon
263-87-5680,Giza,0,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,,285.3,14.265,7.8,False,True,True,False
573-58-9734,Cairo,1,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,,91.11,4.5555,5.1,False,True,False,False
817-69-8206,Cairo,1,Female,Electronic accessories,99.73,9,44.8785,942.4485,2019-03-02,,897.57,44.8785,6.5,True,False,False,False
888-02-0338,Alex,1,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,,236.07,11.8035,5.9,False,True,False,True
677-11-0152,Giza,1,Female,Food and beverages,93.26,9,41.967,881.307,2019-01-16,,839.34,41.967,8.8,False,False,True,False
142-63-6033,Cairo,1,Male,Home and lifestyle,92.36,5,23.09,484.89,2019-03-20,,461.8,23.09,4.9,False,True,False,False
656-16-1063,Cairo,1,Male,Sports and travel,46.42,3,6.963,146.223,2019-01-04,,139.26,6.963,4.4,True,False,False,False
891-58-8335,Cairo,0,Female,Sports and travel,29.61,7,10.3635,217.6335,2019-03-11,,207.27,10.3635,6.5,False,False,False,False
802-43-8934,Alex,1,Male,Home and lifestyle,18.28,1,0.914,19.194,2019-03-22,,18.28,0.914,8.3,True,False,False,True
560-30-5617,Cairo,1,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,,123.85,6.1925,8.5,False,False,False,False
319-74-2561,Alex,0,Female,Electronic accessories,94.64,3,14.196,298.116,2019-02-21,,283.92,14.196,5.5,False,False,False,True
549-03-9315,Cairo,1,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,,758.96,37.948,8.7,False,True,False,False
790-29-1172,Cairo,1,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,,172.02,8.601,7.9,True,False,False,False
239-36-3640,Cairo,1,Male,Electronic accessories,45.35,6,13.605,285.705,2019-01-31,,272.1,13.605,6.1,False,True,False,False
468-01-2051,Cairo,1,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,,434.56,21.728,5.4,False,True,False,False
389-25-3394,Giza,1,Male,Electronic accessories,11.81,5,2.9525,62.0025,2019-02-17,,59.05,2.9525,9.4,False,False,True,False
279-62-1445,Giza,0,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,,12.54,0.627,8.2,False,False,True,False
213-72-6612,Alex,1,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,,86.5,4.325,6.2,False,False,False,True
746-68-6593,Giza,0,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,,174.32,8.716,9.7,True,False,True,False
836-82-5858,Cairo,0,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,,624.33,31.2165,4.0,False,True,False,False
583-72-1480,Giza,0,Male,Electronic accessories,37.06,4,7.412,155.652,2019-01-31,,148.24,7.412,9.7,False,True,True,False
466-61-5506,Cairo,0,Female,Electronic accessories,90.7,6,27.21,571.41,2019-02-26,,544.2,27.21,5.3,False,False,False,False
721-86-6247,Alex,1,Female,Home and lifestyle,63.42,8,25.368,532.728,2019-03-11,,507.36,25.368,7.4,False,True,False,True
289-65-5721,Cairo,1,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,,162.74,8.137,6.5,False,False,False,False
545-46-3100,Cairo,0,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,,31.77,1.5885,8.7,True,False,False,False
418-02-5978,Cairo,1,Female,Health and beauty,84.09,9,37.8405,794.6505,2019-02-11,,756.81,37.8405,8.0,False,False,False,False
269-04-5750,Cairo,0,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,,295.28,14.764,6.7,False,False,False,False
157-13-5295,Alex,0,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,,519.4,25.97,6.5,False,True,False,True
645-78-8093,Alex,1,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,,186.28,9.314,4.1,False,True,False,True
211-30-9270,Giza,1,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,,87.05,4.3525,4.9,True,False,True,False
755-12-3214,Giza,0,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,,221.1,11.055,8.6,True,False,True,False
346-84-3103,Cairo,0,Female,Electronic accessories,13.22,5,3.305,69.405,2019-03-02,,66.1,3.305,4.3,False,False,False,False
478-06-7835,Alex,1,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,,89.69,4.4845,4.9,False,True,False,True
540-11-4336,Alex,1,Male,Food and beverages,24.94,9,11.223,235.683,2019-01-11,,224.46,11.223,5.6,True,False,False,True
448-81-5016,Alex,1,Male,Health and beauty,59.77,2,5.977,125.517,2019-03-11,,119.54,5.977,5.8,True,False,False,True
142-72-4741,Giza,0,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,,186.4,9.32,6.0,True,False,True,False
217-58-1179,Alex,0,Male,Home and lifestyle,62.65,4,12.53,263.13,2019-01-05,,250.6,12.53,4.2,False,False,False,True
376-02-8238,Cairo,1,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,,750.96,37.548,8.3,True,False,False,False
530-90-9855,Alex,0,Male,Home and lifestyle,47.59,8,19.036,399.756,2019-01-01,,380.72,19.036,5.7,False,False,False,True
866-05-7563,Cairo,0,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,,244.2,12.21,4.8,False,False,False,False
604-70-6476,Alex,0,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,,89.7,4.485,6.8,False,True,False,True
799-71-1548,Alex,0,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,,310.88,15.544,8.8,True,False,False,True
785-13-7708,Cairo,1,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,,511.42,25.571,4.2,True,False,False,False
845-51-0542,Cairo,0,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,,418.95,20.9475,6.4,False,True,False,False
662-47-5456,Giza,0,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,,351.9,17.595,8.4,True,False,True,False
883-17-4236,Giza,1,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,,28.78,1.439,7.2,True,False,True,False
290-68-2984,Alex,1,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,,95.0,4.75,5.2,False,False,False,True
704-11-6354,Alex,0,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,,471.2,23.56,8.9,False,False,False,True
110-48-7033,Cairo,0,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,,130.48,6.524,9.0,False,False,False,False
366-93-0948,Alex,0,Male,Electronic accessories,66.35,1,3.3175,69.6675,2019-01-31,,66.35,3.3175,9.7,True,False,False,True
729-09-9681,Alex,0,Male,Home and lifestyle,25.91,6,7.773,163.233,2019-02-05,,155.46,7.773,8.7,False,True,False,True
151-16-1484,Alex,0,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,,129.0,6.45,6.5,False,True,False,True
380-94-4661,Giza,0,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,,263.76,13.188,6.9,True,False,True,False
850-41-9669,Alex,1,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,,675.54,33.777,6.2,False,True,False,True
821-07-3596,Giza,1,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,,65.8,3.29,5.6,False,True,True,False
655-85-5130,Cairo,0,Female,Fashion accessories,38.3,4,7.66,160.86,2019-03-13,,153.2,7.66,5.7,False,False,False,False
447-15-7839,Alex,0,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,,222.4,11.12,4.2,False,False,False,True
154-74-7179,Cairo,1,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,,54.45,2.7225,7.9,False,True,False,False
253-12-6086,Alex,0,Female,Sports and travel,98.4,7,34.44,723.24,2019-03-12,,688.8,34.44,8.7,True,False,False,True
808-65-0703,Giza,1,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,,141.88,7.094,6.9,True,False,True,False
571-94-0759,Cairo,0,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,,746.0,37.3,9.5,False,False,False,False
144-51-6085,Alex,0,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,,282.96,14.148,4.4,True,False,False,True
731-14-2199,Alex,0,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,,355.4,17.77,7.0,False,True,False,True
783-09-1637,Cairo,1,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,,337.15,16.8575,6.3,False,True,False,False
687-15-1097,Giza,0,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,,42.24,2.112,9.7,False,False,True,False
126-54-1082,Alex,0,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,,193.86,9.693,8.8,True,False,False,True
633-91-1052,Alex,1,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,,24.06,1.203,5.1,False,False,False,True
477-24-6490,Cairo,1,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,,598.26,29.913,7.9,False,True,False,False
566-19-5475,Cairo,1,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,,335.79,16.7895,6.2,False,False,False,False
526-86-8552,Giza,0,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,,218.2,10.91,7.1,False,False,True,False
376-56-3573,Giza,1,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,,381.68,19.084,6.4,False,True,True,False
537-72-0426,Giza,0,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,,709.9,35.495,5.7,False,False,True,False
828-61-5674,Alex,0,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,,440.2,22.01,9.6,True,False,False,True
136-08-6195,Alex,1,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,,559.68,27.984,6.4,True,False,False,True
523-38-0215,Giza,1,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,,37.0,1.85,7.9,True,False,True,False
490-29-1201,Alex,1,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,,15.34,0.767,6.5,False,False,False,True
667-92-0055,Alex,0,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,,598.98,29.949,8.5,False,True,False,True
565-17-3836,Alex,0,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,,190.68,9.534,9.1,False,False,False,True
498-41-1961,Cairo,1,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,,333.4,16.67,7.6,False,False,False,False
593-95-4461,Giza,0,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,,74.86,3.743,6.9,False,False,True,False
226-71-3580,Giza,1,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,,213.75,10.6875,9.5,False,False,True,False
283-79-9594,Cairo,1,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,,339.57,16.9785,5.2,True,False,False,False
430-60-3493,Alex,0,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,,664.16,33.208,4.2,False,False,False,True
139-20-0155,Cairo,0,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,,403.0,20.15,7.0,True,False,False,False
558-80-4082,Giza,1,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,,194.95,9.7475,6.0,False,True,True,False
278-97-7759,Alex,0,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,,62.48,3.124,4.7,False,False,False,True
316-68-6352,Alex,0,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,,72.72,3.636,7.1,False,False,False,True
585-03-5943,Cairo,1,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,,181.1,9.055,5.9,False,True,False,False
211-05-0490,Giza,0,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,,259.6,12.98,7.5,False,False,True,False
727-75-6477,Giza,1,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,,115.36,5.768,6.4,False,False,True,False
744-02-5987,Alex,0,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,,470.28,23.514,5.8,False,True,False,True
307-83-9164,Alex,0,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,,240.04,12.002,4.5,False,False,False,True
779-06-0012,Giza,0,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,,88.61,4.4305,7.7,False,False,True,False
446-47-6729,Giza,1,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,,199.64,9.982,6.7,True,False,True,False
573-10-3877,Cairo,0,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,,39.01,1.9505,4.7,True,False,False,False
735-06-4124,Giza,1,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,,48.61,2.4305,4.4,False,False,True,False
439-54-7422,Alex,1,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,,204.76,10.238,4.7,True,False,False,True
396-90-2219,Cairo,1,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,,119.68,5.984,8.6,False,False,False,False
411-77-0180,Alex,0,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,,505.4,25.27,4.3,False,True,False,True
286-01-5402,Alex,1,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,,281.61,14.0805,9.6,False,False,False,True
803-17-8013,Alex,0,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,,710.32,35.516,4.1,False,False,False,True
512-98-1403,Alex,0,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,,79.44,3.972,4.7,False,True,False,True
848-42-2560,Alex,1,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,,163.82,8.191,7.8,False,False,False,True
532-59-7201,Cairo,0,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,,479.58,23.979,5.5,False,False,False,False
181-94-6432,Giza,0,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,,138.66,6.933,9.7,False,True,True,False
870-76-1733,Alex,0,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,,71.15,3.5575,4.4,True,False,False,True
423-64-4619,Alex,0,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,,139.95,6.9975,5.0,False,False,False,True
227-07-4446,Giza,0,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,,781.3,39.065,4.4,False,False,True,False
174-36-3675,Giza,0,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,,198.74,9.937,5.2,False,False,True,False
428-83-5800,Giza,0,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,,63.24,3.162,7.3,False,False,True,False
603-07-0961,Giza,0,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,,373.95,18.6975,4.9,False,False,True,False
704-20-4138,Giza,0,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,,207.69,10.3845,8.1,True,False,True,False
787-15-1757,Giza,0,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,,176.28,8.814,8.4,False,True,True,False
649-11-3678,Giza,1,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,,206.37,10.3185,5.5,False,False,True,False
622-20-1945,Giza,1,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,,39.42,1.971,8.4,False,False,True,False
372-94-8041,Alex,1,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,,91.56,4.578,9.8,False,True,False,True
563-91-7120,Alex,1,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,,308.85,15.4425,6.7,False,False,False,True
746-54-5508,Alex,1,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,,129.12,6.456,9.4,True,False,False,True
276-54-0879,Cairo,1,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,,390.96,19.548,6.4,False,True,False,False
815-11-1168,Alex,0,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,,498.9,24.945,5.4,False,False,False,True
719-76-3868,Giza,0,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,,377.04,18.852,8.6,False,False,True,False
730-61-8757,Cairo,0,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,,204.52,10.226,4.0,True,False,False,False
340-66-0321,Alex,0,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,,145.44,7.272,7.6,False,False,False,True
868-81-1752,Cairo,1,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,,198.18,9.909,6.8,False,False,False,False
634-97-8956,Alex,1,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,,98.7,4.935,9.1,True,False,False,True
566-71-1091,Alex,1,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,,385.1,19.255,5.5,False,False,False,True
442-48-3607,Alex,0,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,,46.96,2.348,7.9,True,False,False,True
835-16-0096,Giza,0,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,,73.5,3.675,8.5,False,True,True,False
527-09-6272,Alex,0,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,,142.25,7.1125,9.1,True,False,False,True
898-04-2717,Alex,1,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,,687.6,34.38,7.5,False,True,False,True
692-27-8933,Cairo,1,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,,347.7,17.385,5.2,False,False,False,False
633-09-3463,Giza,1,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,,142.95,7.1475,9.5,True,False,True,False
374-17-3652,Cairo,0,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,,385.38,19.269,8.9,True,False,False,False
378-07-7001,Cairo,0,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,,144.27,7.2135,7.8,True,False,False,False
433-75-6987,Cairo,0,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,,391.79,19.5895,8.9,False,True,False,False
873-95-4984,Cairo,0,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,,538.3,26.915,7.7,False,False,False,False
416-13-5917,Giza,1,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,,485.15,24.2575,9.3,False,True,True,False
150-89-8043,Alex,1,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,,133.95,6.6975,6.2,False,False,False,True
135-84-8019,Alex,1,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,,701.37,35.0685,7.6,False,True,False,True
441-94-7118,Alex,0,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,,71.95,3.5975,7.3,False,False,False,True
725-96-3778,Giza,0,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,,714.0,35.7,4.7,False,False,True,False
531-80-1784,Alex,1,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,,182.14,9.107,5.1,False,False,False,True
400-45-1220,Cairo,1,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,,135.0,6.75,4.8,True,False,False,False
860-79-0874,Giza,0,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,,993.0,49.65,6.6,True,False,True,False
834-61-8124,Alex,1,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,,361.83,18.0915,5.5,False,False,False,True
115-99-4379,Cairo,0,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,,383.11,19.1555,8.5,True,False,False,False
565-67-6697,Cairo,0,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,,243.0,12.15,4.8,False,False,False,False
320-49-6392,Giza,1,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,,30.24,1.512,8.4,False,False,True,False
889-04-9723,Cairo,0,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,,356.56,17.828,7.8,True,False,False,False
632-90-0281,Giza,1,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,,375.5,18.775,9.3,True,False,True,False
554-42-2417,Giza,1,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,,954.4,47.72,5.2,False,False,True,False
453-63-6187,Cairo,1,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,,82.5,4.125,6.5,False,True,False,False
578-80-7669,Cairo,1,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,,74.97,3.7485,5.6,False,False,False,False
612-36-5536,Alex,0,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,,647.68,32.384,7.4,True,False,False,True
605-72-4132,Giza,1,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,,755.76,37.788,9.1,False,False,True,False
471-41-2823,Giza,1,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,,199.58,9.979,8.0,False,True,True,False
462-67-9126,Alex,1,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,,439.32,21.966,7.2,False,False,False,True
272-27-9238,Giza,1,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,,164.96,8.248,7.1,False,False,True,False
834-25-9262,Giza,1,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,,326.72,16.336,9.1,False,False,True,False
122-61-9553,Giza,1,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,,461.88,23.094,5.6,False,False,True,False
468-88-0009,Alex,0,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,,263.76,13.188,6.0,False,False,False,True
613-59-9758,Giza,1,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,,143.6,7.18,5.4,False,False,True,False
254-31-0042,Alex,0,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,,193.5,9.675,7.8,True,False,False,True
201-86-2184,Cairo,0,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,,183.82,9.191,9.9,False,False,False,False
261-12-8671,Cairo,1,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,,121.92,6.096,4.9,True,False,False,False
730-70-9830,Giza,1,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,,420.66,21.033,5.2,False,True,True,False
382-25-8917,Giza,1,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,,252.48,12.624,8.9,False,False,True,False
422-29-8786,Alex,1,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,,335.45,16.7725,9.1,True,False,False,True
667-23-5919,Alex,0,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,,483.5,24.175,7.0,False,True,False,True
843-01-4703,Cairo,0,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,,318.42,15.921,9.6,True,False,False,False
743-88-1662,Giza,1,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,,668.43,33.4215,8.7,False,True,True,False
595-86-2894,Giza,0,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,,387.92,19.396,9.4,False,True,True,False
182-69-8360,Cairo,1,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,,94.6,4.73,4.0,True,False,False,False
289-15-7034,Alex,0,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,,329.32,16.466,7.5,True,False,False,True
462-78-5240,Giza,1,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,,53.22,2.661,4.2,False,False,True,False
868-52-7573,Cairo,1,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,,498.45,24.9225,9.9,False,False,False,False
153-58-4872,Giza,0,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,,299.56,14.978,4.2,False,True,True,False
662-72-2873,Alex,1,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,,204.7,10.235,9.9,False,True,False,True
525-88-7307,Cairo,0,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,,75.82,3.791,5.8,False,False,False,False
689-16-9784,Giza,1,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,,280.62,14.031,6.0,False,False,True,False
725-56-0833,Alex,1,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,,323.2,16.16,10.0,True,False,False,True
394-41-0748,Giza,0,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,,486.63,24.3315,9.5,False,True,True,False
596-42-3999,Cairo,1,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,,127.54,6.377,6.6,True,False,False,False
541-89-9860,Giza,0,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,,241.44,12.072,8.1,False,False,True,False
173-82-9529,Cairo,1,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,,379.5,18.975,9.7,False,False,False,False
563-36-9814,Alex,0,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,,76.82,3.841,7.2,False,True,False,True
308-47-4913,Alex,0,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,,522.6,26.13,6.2,True,False,False,True
885-17-6250,Alex,1,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,,79.74,3.987,7.3,False,True,False,True
726-27-2396,Alex,1,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,,387.5,19.375,4.3,False,True,False,True
316-01-3952,Alex,1,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,,271.35,13.5675,4.6,False,True,False,True
760-54-1821,Cairo,1,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,,122.31,6.1155,5.8,False,False,False,False
793-10-3222,Cairo,0,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,,246.36,12.318,8.3,True,False,False,False
346-12-3257,Cairo,0,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,,173.16,8.658,8.0,False,False,False,False
110-05-6330,Giza,1,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,,236.58,11.829,9.4,True,False,True,False
651-61-0874,Giza,1,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,,184.88,9.244,6.2,True,False,True,False
236-86-3015,Giza,0,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,,13.98,0.699,9.8,False,True,True,False
831-64-0259,Cairo,1,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,,198.75,9.9375,9.6,False,True,False,False
587-03-7455,Giza,0,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,,684.53,34.2265,4.9,False,True,True,False
882-40-4577,Alex,0,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,,269.04,13.452,8.0,True,False,False,True
732-67-5346,Alex,1,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,,68.95,3.4475,7.8,True,False,False,True
725-32-9708,Cairo,0,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,,274.84,13.742,4.1,False,False,False,False
256-08-8343,Alex,1,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,,226.12,11.306,5.5,False,True,False,True
372-26-1506,Giza,1,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,,119.1,5.955,5.4,False,True,True,False
244-08-0162,Cairo,1,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,,342.1,17.105,5.1,False,False,False,False
569-71-4390,Cairo,1,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,,43.74,2.187,6.9,False,True,False,False
132-23-6451,Alex,0,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,,104.85,5.2425,7.8,False,False,False,True
696-90-2548,Alex,1,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,,77.52,3.876,6.6,False,True,False,True
472-15-9636,Alex,1,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,,407.44,20.372,9.2,False,True,False,True
