Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,cogs,gross income,Rating,Payment_Credit card,Payment_Ewallet,City_Naypyitaw,City_Yangon,CustomerType_lbl
407-63-8975,Alex,1,Male,Food and beverages,73.88,6,22.164,465.444,3/23/2019,7:16:00 PM,443.28,22.164,4.4,False,True,False,True,Normal
342-65-4817,Giza,0,Male,Health and beauty,86.8,3,13.02,273.42,1/28/2019,4:47:00 PM,260.4,13.02,9.9,False,True,True,False,Member
130-98-8941,Giza,1,Male,Fashion accessories,64.26,7,22.491,472.311,02-09-19,10:00:00 AM,449.82,22.491,5.7,False,False,True,False,Normal
434-83-9547,Giza,0,Male,Food and beverages,38.47,8,15.388,323.148,1/23/2019,11:51:00 AM,307.76,15.388,7.7,False,False,True,False,Member
851-28-6367,Alex,0,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55:00 AM,155.0,7.75,8.0,False,True,False,True,Member
824-88-3614,Giza,1,Male,Health and beauty,34.31,8,13.724,288.204,1/25/2019,3:00:00 PM,274.48,13.724,5.7,False,True,True,False,Normal
586-25-0848,Alex,1,Female,Sports and travel,12.34,7,4.319,90.699,03-04-19,11:19:00 AM,86.38,4.319,6.7,True,False,False,True,Normal
895-66-0685,Cairo,0,Male,Food and beverages,18.08,3,2.712,56.952,03-05-19,7:46:00 PM,54.24,2.712,8.0,False,True,False,False,Member
305-14-0245,Cairo,0,Female,Home and lifestyle,94.49,8,37.796,793.716,03-03-19,7:00:00 PM,755.92,37.796,7.5,False,True,False,False,Member
732-04-5373,Cairo,0,Male,Home and lifestyle,46.47,4,9.294,195.174,02-08-19,10:53:00 AM,185.88,9.294,7.0,False,False,False,False,Member
400-60-7251,Alex,1,Male,Home and lifestyle,74.07,1,3.7035,77.7735,02-10-19,12:50:00 PM,74.07,3.7035,9.9,False,True,False,True,Normal
593-65-1552,Giza,1,Female,Home and lifestyle,69.81,4,13.962,293.202,1/28/2019,8:50:00 PM,279.24,13.962,5.9,True,False,True,False,Normal
284-34-9626,Cairo,1,Female,Home and lifestyle,77.04,3,11.556,242.676,02-11-19,10:39:00 AM,231.12,11.556,7.2,True,False,False,False,Normal
437-58-8131,Cairo,1,Female,Fashion accessories,73.52,2,7.352,154.392,1/15/2019,1:41:00 PM,147.04,7.352,4.6,False,True,False,False,Normal
286-43-6208,Giza,1,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,7:08:00 PM,790.2,39.51,9.2,False,False,True,False,Normal
641-43-2399,Cairo,1,Male,Home and lifestyle,25.55,4,5.11,107.31,1/26/2019,8:23:00 PM,102.2,5.11,5.7,False,True,False,False,Normal
831-07-6050,Alex,1,Male,Electronic accessories,32.71,5,8.1775,171.7275,3/19/2019,11:30:00 AM,163.55,8.1775,9.9,True,False,False,True,Normal
556-86-3144,Giza,0,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,7:30:00 PM,74.29,3.7145,5.0,False,False,True,False,Member
848-24-9445,Giza,0,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,6:03:00 PM,87.4,4.37,4.9,False,False,True,False,Member
856-22-8149,Alex,1,Female,Home and lifestyle,25.29,1,1.2645,26.5545,3/23/2019,10:13:00 AM,25.29,1.2645,6.1,False,True,False,True,Normal
699-01-4164,Giza,1,Male,Health and beauty,41.5,4,8.3,174.3,03-12-19,7:58:00 PM,166.0,8.3,8.2,True,False,True,False,Normal
420-11-4919,Giza,0,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,7:57:00 PM,356.95,17.8475,5.5,True,False,True,False,Member
606-80-4905,Giza,0,Female,Sports and travel,19.15,6,5.745,120.645,1/29/2019,10:01:00 AM,114.9,5.745,6.8,True,False,True,False,Member
542-41-0513,Cairo,0,Female,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57:00 AM,229.96,11.498,6.6,False,False,False,False,Member
426-39-2418,Giza,1,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02:00 AM,429.87,21.4935,9.8,False,False,True,False,Normal
875-46-5808,Cairo,0,Male,Health and beauty,25.9,10,12.95,271.95,02-06-19,2:51:00 PM,259.0,12.95,8.7,False,True,False,False,Member
394-43-4238,Cairo,0,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42:00 PM,88.85,4.4425,5.4,True,False,False,False,Member
749-24-1565,Alex,1,Female,Health and beauty,23.03,9,10.3635,217.6335,01-03-19,12:02:00 PM,207.27,10.3635,7.9,False,True,False,True,Normal
672-51-8681,Giza,0,Female,Electronic accessories,66.65,9,29.9925,629.8425,01-04-19,6:19:00 PM,599.85,29.9925,9.7,True,False,True,False,Member
263-87-5680,Giza,0,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,5:38:00 PM,285.3,14.265,7.8,False,True,True,False,Member
573-58-9734,Cairo,1,Female,Fashion accessories,30.37,3,4.5555,95.6655,3/28/2019,1:41:00 PM,91.11,4.5555,5.1,False,True,False,False,Normal
817-69-8206,Cairo,1,Female,Electronic accessories,99.73,9,44.8785,942.4485,03-02-19,7:42:00 PM,897.57,44.8785,6.5,True,False,False,False,Normal
888-02-0338,Alex,1,Male,Electronic accessories,26.23,9,11.8035,247.8735,1/25/2019,8:24:00 PM,236.07,11.8035,5.9,False,True,False,True,Normal
677-11-0152,Giza,1,Female,Food and beverages,93.26,9,41.967,881.307,1/16/2019,6:08:00 PM,839.34,41.967,8.8,False,False,True,False,Normal
142-63-6033,Cairo,1,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,7:17:00 PM,461.8,23.09,4.9,False,True,False,False,Normal
656-16-1063,Cairo,1,Male,Sports and travel,46.42,3,6.963,146.223,01-04-19,1:24:00 PM,139.26,6.963,4.4,True,False,False,False,Normal
891-58-8335,Cairo,0,Female,Sports and travel,29.61,7,10.3635,217.6335,03-11-19,3:53:00 PM,207.27,10.3635,6.5,False,False,False,False,Member
802-43-8934,Alex,1,Male,Home and lifestyle,18.28,1,0.914,19.194,3/22/2019,3:05:00 PM,18.28,0.914,8.3,True,False,False,True,Normal
560-30-5617,Cairo,1,Female,Sports and travel,24.77,5,6.1925,130.0425,3/24/2019,6:27:00 PM,123.85,6.1925,8.5,False,False,False,False,Normal
319-74-2561,Alex,0,Female,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,4:55:00 PM,283.92,14.196,5.5,False,False,False,True,Member
549-03-9315,Cairo,1,Male,Fashion accessories,94.87,8,37.948,796.908,02-12-19,12:58:00 PM,758.96,37.948,8.7,False,True,False,False,Normal
790-29-1172,Cairo,1,Female,Food and beverages,57.34,3,8.601,180.621,03-10-19,6:59:00 PM,172.02,8.601,7.9,True,False,False,False,Normal
239-36-3640,Cairo,1,Male,Electronic accessories,45.35,6,13.605,285.705,1/31/2019,1:44:00 PM,272.1,13.605,6.1,False,True,False,False,Normal
468-01-2051,Cairo,1,Male,Food and beverages,62.08,7,21.728,456.288,03-06-19,1:46:00 PM,434.56,21.728,5.4,False,True,False,False,Normal
389-25-3394,Giza,1,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,6:06:00 PM,59.05,2.9525,9.4,False,False,True,False,Normal
279-62-1445,Giza,0,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38:00 PM,12.54,0.627,8.2,False,False,True,False,Member
213-72-6612,Alex,1,Male,Food and beverages,43.25,2,4.325,90.825,3/20/2019,3:56:00 PM,86.5,4.325,6.2,False,False,False,True,Normal
746-68-6593,Giza,0,Female,Sports and travel,87.16,2,8.716,183.036,01-11-19,2:29:00 PM,174.32,8.716,9.7,True,False,True,False,Member
836-82-5858,Cairo,0,Male,Health and beauty,69.37,9,31.2165,655.5465,1/26/2019,7:14:00 PM,624.33,31.2165,4.0,False,True,False,False,Member
583-72-1480,Giza,0,Male,Electronic accessories,37.06,4,7.412,155.652,1/31/2019,4:24:00 PM,148.24,7.412,9.7,False,True,True,False,Member
466-61-5506,Cairo,0,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52:00 AM,544.2,27.21,5.3,False,False,False,False,Member
721-86-6247,Alex,1,Female,Home and lifestyle,63.42,8,25.368,532.728,03-11-19,12:55:00 PM,507.36,25.368,7.4,False,True,False,True,Normal
289-65-5721,Cairo,1,Female,Fashion accessories,81.37,2,8.137,170.877,1/26/2019,7:28:00 PM,162.74,8.137,6.5,False,False,False,False,Normal
545-46-3100,Cairo,0,Female,Electronic accessories,10.59,3,1.5885,33.3585,03-12-19,1:52:00 PM,31.77,1.5885,8.7,True,False,False,False,Member
418-02-5978,Cairo,1,Female,Health and beauty,84.09,9,37.8405,794.6505,02-11-19,10:54:00 AM,756.81,37.8405,8.0,False,False,False,False,Normal
269-04-5750,Cairo,0,Male,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,6:31:00 PM,295.28,14.764,6.7,False,False,False,False,Member
157-13-5295,Alex,0,Male,Health and beauty,51.94,10,25.97,545.37,03-09-19,6:24:00 PM,519.4,25.97,6.5,False,True,False,True,Member
645-78-8093,Alex,1,Female,Sports and travel,93.14,2,9.314,195.594,1/20/2019,6:09:00 PM,186.28,9.314,4.1,False,True,False,True,Normal
211-30-9270,Giza,1,Male,Health and beauty,17.41,5,4.3525,91.4025,1/28/2019,3:16:00 PM,87.05,4.3525,4.9,True,False,True,False,Normal
755-12-3214,Giza,0,Female,Fashion accessories,44.22,5,11.055,232.155,03-05-19,5:07:00 PM,221.1,11.055,8.6,True,False,True,False,Member
346-84-3103,Cairo,0,Female,Electronic accessories,13.22,5,3.305,69.405,03-02-19,7:26:00 PM,66.1,3.305,4.3,False,False,False,False,Member
478-06-7835,Alex,1,Male,Fashion accessories,89.69,1,4.4845,94.1745,01-11-19,11:20:00 AM,89.69,4.4845,4.9,False,True,False,True,Normal
540-11-4336,Alex,1,Male,Food and beverages,24.94,9,11.223,235.683,01-11-19,4:49:00 PM,224.46,11.223,5.6,True,False,False,True,Normal
448-81-5016,Alex,1,Male,Health and beauty,59.77,2,5.977,125.517,03-11-19,12:01:00 PM,119.54,5.977,5.8,True,False,False,True,Normal
142-72-4741,Giza,0,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,6:37:00 PM,186.4,9.32,6.0,True,False,True,False,Member
217-58-1179,Alex,0,Male,Home and lifestyle,62.65,4,12.53,263.13,01-05-19,11:25:00 AM,250.6,12.53,4.2,False,False,False,True,Member
376-02-8238,Cairo,1,Male,Home and lifestyle,93.87,8,37.548,788.508,02-02-19,6:42:00 PM,750.96,37.548,8.3,True,False,False,False,Normal
530-90-9855,Alex,0,Male,Home and lifestyle,47.59,8,19.036,399.756,01-01-19,2:47:00 PM,380.72,19.036,5.7,False,False,False,True,Member
866-05-7563,Cairo,0,Female,Electronic accessories,81.4,3,12.21,256.41,02-09-19,7:43:00 PM,244.2,12.21,4.8,False,False,False,False,Member
604-70-6476,Alex,0,Male,Fashion accessories,17.94,5,4.485,94.185,1/23/2019,2:04:00 PM,89.7,4.485,6.8,False,True,False,True,Member
799-71-1548,Alex,0,Male,Electronic accessories,77.72,4,15.544,326.424,01-07-19,4:11:00 PM,310.88,15.544,8.8,True,False,False,True,Member
785-13-7708,Cairo,1,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,7:06:00 PM,511.42,25.571,4.2,True,False,False,False,Normal
845-51-0542,Cairo,0,Male,Food and beverages,46.55,9,20.9475,439.8975,02-02-19,3:34:00 PM,418.95,20.9475,6.4,False,True,False,False,Member
662-47-5456,Giza,0,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,7:06:00 PM,351.9,17.595,8.4,True,False,True,False,Member
883-17-4236,Giza,1,Female,Sports and travel,14.39,2,1.439,30.219,03-02-19,7:44:00 PM,28.78,1.439,7.2,True,False,True,False,Normal
290-68-2984,Alex,1,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22:00 AM,95.0,4.75,5.2,False,False,False,True,Normal
704-11-6354,Alex,0,Male,Home and lifestyle,58.9,8,23.56,494.76,01-06-19,11:23:00 AM,471.2,23.56,8.9,False,False,False,True,Member
110-48-7033,Cairo,0,Male,Fashion accessories,32.62,4,6.524,137.004,1/29/2019,2:12:00 PM,130.48,6.524,9.0,False,False,False,False,Member
366-93-0948,Alex,0,Male,Electronic accessories,66.35,1,3.3175,69.6675,1/31/2019,10:46:00 AM,66.35,3.3175,9.7,True,False,False,True,Member
729-09-9681,Alex,0,Male,Home and lifestyle,25.91,6,7.773,163.233,02-05-19,10:16:00 AM,155.46,7.773,8.7,False,True,False,True,Member
151-16-1484,Alex,0,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38:00 PM,129.0,6.45,6.5,False,True,False,True,Member
380-94-4661,Giza,0,Male,Electronic accessories,65.94,4,13.188,276.948,02-07-19,1:05:00 PM,263.76,13.188,6.9,True,False,True,False,Member
850-41-9669,Alex,1,Female,Electronic accessories,75.06,9,33.777,709.317,3/19/2019,1:25:00 PM,675.54,33.777,6.2,False,True,False,True,Normal
821-07-3596,Giza,1,Female,Fashion accessories,16.45,4,3.29,69.09,03-07-19,2:53:00 PM,65.8,3.29,5.6,False,True,True,False,Normal
655-85-5130,Cairo,0,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,7:22:00 PM,153.2,7.66,5.7,False,False,False,False,Member
447-15-7839,Alex,0,Female,Sports and travel,22.24,10,11.12,233.52,02-09-19,11:00:00 AM,222.4,11.12,4.2,False,False,False,True,Member
154-74-7179,Cairo,1,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,7:24:00 PM,54.45,2.7225,7.9,False,True,False,False,Normal
253-12-6086,Alex,0,Female,Sports and travel,98.4,7,34.44,723.24,03-12-19,12:43:00 PM,688.8,34.44,8.7,True,False,False,True,Member
808-65-0703,Giza,1,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,5:22:00 PM,141.88,7.094,6.9,True,False,True,False,Normal
571-94-0759,Cairo,0,Female,Food and beverages,74.6,10,37.3,783.3,01-08-19,8:55:00 PM,746.0,37.3,9.5,False,False,False,False,Member
144-51-6085,Alex,0,Male,Home and lifestyle,70.74,4,14.148,297.108,01-05-19,4:05:00 PM,282.96,14.148,4.4,True,False,False,True,Member
731-14-2199,Alex,0,Female,Home and lifestyle,35.54,10,17.77,373.17,01-04-19,1:34:00 PM,355.4,17.77,7.0,False,True,False,True,Member
783-09-1637,Cairo,1,Female,Sports and travel,67.43,5,16.8575,354.0075,03-06-19,6:13:00 PM,337.15,16.8575,6.3,False,True,False,False,Normal
687-15-1097,Giza,0,Female,Health and beauty,21.12,2,2.112,44.352,01-03-19,7:17:00 PM,42.24,2.112,9.7,False,False,True,False,Member
126-54-1082,Alex,0,Female,Home and lifestyle,21.54,9,9.693,203.553,01-07-19,11:44:00 AM,193.86,9.693,8.8,True,False,False,True,Member
633-91-1052,Alex,1,Female,Home and lifestyle,12.03,2,1.203,25.263,1/27/2019,3:51:00 PM,24.06,1.203,5.1,False,False,False,True,Normal
477-24-6490,Cairo,1,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,4:52:00 PM,598.26,29.913,7.9,False,True,False,False,Normal
566-19-5475,Cairo,1,Male,Fashion accessories,47.97,7,16.7895,352.5795,01-07-19,8:52:00 PM,335.79,16.7895,6.2,False,False,False,False,Normal
526-86-8552,Giza,0,Female,Home and lifestyle,21.82,10,10.91,229.11,01-07-19,5:36:00 PM,218.2,10.91,7.1,False,False,True,False,Member
376-56-3573,Giza,1,Female,Fashion accessories,95.42,4,19.084,400.764,02-02-19,1:23:00 PM,381.68,19.084,6.4,False,True,True,False,Normal
537-72-0426,Giza,0,Male,Fashion accessories,70.99,10,35.495,745.395,3/20/2019,4:28:00 PM,709.9,35.495,5.7,False,False,True,False,Member
828-61-5674,Alex,0,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,7:57:00 PM,440.2,22.01,9.6,True,False,False,True,Member
136-08-6195,Alex,1,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,5:01:00 PM,559.68,27.984,6.4,True,False,False,True,Normal
523-38-0215,Giza,1,Male,Home and lifestyle,37.0,1,1.85,38.85,03-06-19,1:29:00 PM,37.0,1.85,7.9,True,False,True,False,Normal
490-29-1201,Alex,1,Female,Sports and travel,15.34,1,0.767,16.107,01-06-19,11:09:00 AM,15.34,0.767,6.5,False,False,False,True,Normal
667-92-0055,Alex,0,Male,Health and beauty,99.83,6,29.949,628.929,03-04-19,3:02:00 PM,598.98,29.949,8.5,False,True,False,True,Member
565-17-3836,Alex,0,Female,Health and beauty,47.67,4,9.534,200.214,03-12-19,2:21:00 PM,190.68,9.534,9.1,False,False,False,True,Member
498-41-1961,Cairo,1,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,6:01:00 PM,333.4,16.67,7.6,False,False,False,False,Normal
593-95-4461,Giza,0,Male,Home and lifestyle,74.86,1,3.743,78.603,3/24/2019,2:49:00 PM,74.86,3.743,6.9,False,False,True,False,Member
226-71-3580,Giza,1,Female,Sports and travel,23.75,9,10.6875,224.4375,1/31/2019,12:02:00 PM,213.75,10.6875,9.5,False,False,True,False,Normal
283-79-9594,Cairo,1,Female,Food and beverages,48.51,7,16.9785,356.5485,1/25/2019,1:30:00 PM,339.57,16.9785,5.2,True,False,False,False,Normal
430-60-3493,Alex,0,Female,Home and lifestyle,94.88,7,33.208,697.368,02-03-19,2:38:00 PM,664.16,33.208,4.2,False,False,False,True,Member
139-20-0155,Cairo,0,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,5:37:00 PM,403.0,20.15,7.0,True,False,False,False,Member
558-80-4082,Giza,1,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,5:20:00 PM,194.95,9.7475,6.0,False,True,True,False,Normal
278-97-7759,Alex,0,Female,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,8:29:00 PM,62.48,3.124,4.7,False,False,False,True,Member
316-68-6352,Alex,0,Female,Food and beverages,36.36,2,3.636,76.356,1/21/2019,10:00:00 AM,72.72,3.636,7.1,False,False,False,True,Member
585-03-5943,Cairo,1,Male,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46:00 AM,181.1,9.055,5.9,False,True,False,False,Normal
211-05-0490,Giza,0,Female,Electronic accessories,51.92,5,12.98,272.58,03-03-19,1:42:00 PM,259.6,12.98,7.5,False,False,True,False,Member
727-75-6477,Giza,1,Male,Electronic accessories,28.84,4,5.768,121.128,3/29/2019,2:44:00 PM,115.36,5.768,6.4,False,False,True,False,Normal
744-02-5987,Alex,0,Male,Home and lifestyle,78.38,6,23.514,493.794,01-10-19,2:16:00 PM,470.28,23.514,5.8,False,True,False,True,Member
307-83-9164,Alex,0,Male,Home and lifestyle,60.01,4,12.002,252.042,1/25/2019,3:54:00 PM,240.04,12.002,4.5,False,False,False,True,Member
779-06-0012,Giza,0,Female,Home and lifestyle,88.61,1,4.4305,93.0405,1/19/2019,10:21:00 AM,88.61,4.4305,7.7,False,False,True,False,Member
446-47-6729,Giza,1,Male,Fashion accessories,99.82,2,9.982,209.622,01-02-19,6:09:00 PM,199.64,9.982,6.7,True,False,True,False,Normal
573-10-3877,Cairo,0,Male,Health and beauty,39.01,1,1.9505,40.9605,03-12-19,4:46:00 PM,39.01,1.9505,4.7,True,False,False,False,Member
735-06-4124,Giza,1,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,3:31:00 PM,48.61,2.4305,4.4,False,False,True,False,Normal
439-54-7422,Alex,1,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,5:15:00 PM,204.76,10.238,4.7,True,False,False,True,Normal
396-90-2219,Cairo,1,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00 PM,119.68,5.984,8.6,False,False,False,False,Normal
411-77-0180,Alex,0,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,8:14:00 PM,505.4,25.27,4.3,False,True,False,True,Member
286-01-5402,Alex,1,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,1:22:00 PM,281.61,14.0805,9.6,False,False,False,True,Normal
803-17-8013,Alex,0,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,5:09:00 PM,710.32,35.516,4.1,False,False,False,True,Member
512-98-1403,Alex,0,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40:00 AM,79.44,3.972,4.7,False,True,False,True,Member
848-42-2560,Alex,1,Female,Fashion accessories,81.91,2,8.191,172.011,03-05-19,5:43:00 PM,163.82,8.191,7.8,False,False,False,True,Normal
532-59-7201,Cairo,0,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,2:04:00 PM,479.58,23.979,5.5,False,False,False,False,Member
181-94-6432,Giza,0,Male,Fashion accessories,69.33,2,6.933,145.593,02-05-19,7:05:00 PM,138.66,6.933,9.7,False,True,True,False,Member
870-76-1733,Alex,0,Female,Food and beverages,14.23,5,3.5575,74.7075,02-01-19,10:08:00 AM,71.15,3.5575,4.4,True,False,False,True,Member
423-64-4619,Alex,0,Female,Health and beauty,15.55,9,6.9975,146.9475,03-07-19,1:12:00 PM,139.95,6.9975,5.0,False,False,False,True,Member
227-07-4446,Giza,0,Female,Electronic accessories,78.13,10,39.065,820.365,02-10-19,8:51:00 PM,781.3,39.065,4.4,False,False,True,False,Member
174-36-3675,Giza,0,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,5:29:00 PM,198.74,9.937,5.2,False,False,True,False,Member
428-83-5800,Giza,0,Female,Food and beverages,21.08,3,3.162,66.402,02-09-19,10:25:00 AM,63.24,3.162,7.3,False,False,True,False,Member
603-07-0961,Giza,0,Male,Electronic accessories,74.79,5,18.6975,392.6475,01-10-19,11:34:00 AM,373.95,18.6975,4.9,False,False,True,False,Member
704-20-4138,Giza,0,Female,Health and beauty,29.67,7,10.3845,218.0745,03-11-19,6:58:00 PM,207.69,10.3845,8.1,True,False,True,False,Member
787-15-1757,Giza,0,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,4:28:00 PM,176.28,8.814,8.4,False,True,True,False,Member
649-11-3678,Giza,1,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,8:26:00 PM,206.37,10.3185,5.5,False,False,True,False,Normal
622-20-1945,Giza,1,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,3:08:00 PM,39.42,1.971,8.4,False,False,True,False,Normal
372-94-8041,Alex,1,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,6:03:00 PM,91.56,4.578,9.8,False,True,False,True,Normal
563-91-7120,Alex,1,Female,Fashion accessories,61.77,5,15.4425,324.2925,03-08-19,1:21:00 PM,308.85,15.4425,6.7,False,False,False,True,Normal
746-54-5508,Alex,1,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48:00 PM,129.12,6.456,9.4,True,False,False,True,Normal
276-54-0879,Cairo,1,Male,Sports and travel,97.74,4,19.548,410.508,03-12-19,7:53:00 PM,390.96,19.548,6.4,False,True,False,False,Normal
815-11-1168,Alex,0,Male,Food and beverages,99.78,5,24.945,523.845,03-09-19,7:09:00 PM,498.9,24.945,5.4,False,False,False,True,Member
719-76-3868,Giza,0,Male,Food and beverages,94.26,4,18.852,395.892,03-12-19,4:30:00 PM,377.04,18.852,8.6,False,False,True,False,Member
730-61-8757,Cairo,0,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11:00 AM,204.52,10.226,4.0,True,False,False,False,Member
340-66-0321,Alex,0,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,1:07:00 PM,145.44,7.272,7.6,False,False,False,True,Member
868-81-1752,Cairo,1,Male,Home and lifestyle,22.02,9,9.909,208.089,02-07-19,6:48:00 PM,198.18,9.909,6.8,False,False,False,False,Normal
634-97-8956,Alex,1,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,5:27:00 PM,98.7,4.935,9.1,True,False,False,True,Normal
566-71-1091,Alex,1,Male,Fashion accessories,77.02,5,19.255,404.355,02-03-19,3:59:00 PM,385.1,19.255,5.5,False,False,False,True,Normal
442-48-3607,Alex,0,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00 AM,46.96,2.348,7.9,True,False,False,True,Member
835-16-0096,Giza,0,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,1:48:00 PM,73.5,3.675,8.5,False,True,True,False,Member
527-09-6272,Alex,0,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17:00 AM,142.25,7.1125,9.1,True,False,False,True,Member
898-04-2717,Alex,1,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,3:49:00 PM,687.6,34.38,7.5,False,True,False,True,Normal
692-27-8933,Cairo,1,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,1:02:00 PM,347.7,17.385,5.2,False,False,False,False,Normal
633-09-3463,Giza,1,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00 PM,142.95,7.1475,9.5,True,False,True,False,Normal
374-17-3652,Cairo,0,Female,Food and beverages,42.82,9,19.269,404.649,02-05-19,3:26:00 PM,385.38,19.269,8.9,True,False,False,False,Member
378-07-7001,Cairo,0,Male,Electronic accessories,48.09,3,7.2135,151.4835,02-10-19,6:23:00 PM,144.27,7.2135,7.8,True,False,False,False,Member
433-75-6987,Cairo,0,Female,Health and beauty,55.97,7,19.5895,411.3795,03-05-19,7:06:00 PM,391.79,19.5895,8.9,False,True,False,False,Member
873-95-4984,Cairo,0,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,8:21:00 PM,538.3,26.915,7.7,False,False,False,False,Member
416-13-5917,Giza,1,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,4:24:00 PM,485.15,24.2575,9.3,False,True,True,False,Normal
150-89-8043,Alex,1,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,3:04:00 PM,133.95,6.6975,6.2,False,False,False,True,Normal
135-84-8019,Alex,1,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,4:10:00 PM,701.37,35.0685,7.6,False,True,False,True,Normal
441-94-7118,Alex,0,Male,Electronic accessories,71.95,1,3.5975,75.5475,02-04-19,12:14:00 PM,71.95,3.5975,7.3,False,False,False,True,Member
725-96-3778,Giza,0,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13:00 AM,714.0,35.7,4.7,False,False,True,False,Member
531-80-1784,Alex,1,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,5:38:00 PM,182.14,9.107,5.1,False,False,False,True,Normal
400-45-1220,Cairo,1,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00 AM,135.0,6.75,4.8,True,False,False,False,Normal
860-79-0874,Giza,0,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,2:53:00 PM,993.0,49.65,6.6,True,False,True,False,Member
834-61-8124,Alex,1,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,6:22:00 PM,361.83,18.0915,5.5,False,False,False,True,Normal
115-99-4379,Cairo,0,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,7:02:00 PM,383.11,19.1555,8.5,True,False,False,False,Member
565-67-6697,Cairo,0,Male,Home and lifestyle,27.0,9,12.15,255.15,03-02-19,2:16:00 PM,243.0,12.15,4.8,False,False,False,False,Member
320-49-6392,Giza,1,Female,Electronic accessories,30.24,1,1.512,31.752,03-04-19,3:44:00 PM,30.24,1.512,8.4,False,False,True,False,Normal
889-04-9723,Cairo,0,Female,Food and beverages,89.14,4,17.828,374.388,01-07-19,12:20:00 PM,356.56,17.828,7.8,True,False,False,False,Member
